prmca_pco_ofici	prmca_pco_moned	prmca_pco_produc	prmca_pnu_contr	prmoc_pco_ofici	prmoc_pco_moned	prmoc_pco_produ	prmoc_pnu_oper	prmoc_psa_actual
297	1	0	2402333	297	1	2	5836053	1682818.090000	
290	1	0	2402334	290	1	2	5815784	15506960.850000	
250	1	0	2402336	250	1	2	5836511	1379664.550000	
250	1	0	2402336	250	1	2	5929849	12822826.950000	
297	1	0	2402341	297	1	2	5815916	14427074.800000	
297	1	0	2402341	259	1	2	5940490	16226565.800000	
297	1	0	2402341	297	1	2	5912315	13663100.200000	
297	1	0	2402341	595	1	2	5866762	24058575.540000	
297	1	0	2402341	259	1	2	5945476	21904120.950000	
346	1	0	2402343	346	1	2	5911789	6433923.800000	
346	1	0	2402343	346	1	2	5816017	8732292.340000	
346	1	0	2402343	346	1	2	5929282	6706765.300000	
302	1	0	2402344	259	1	2	5938043	20630254.550000	
290	1	0	2402347	290	1	2	5907193	3832786.270000	
230	2	0	2402348	230	2	2	5815929	59331256.989000	
230	2	0	2402348	521	2	2	5908648	66606711.761800	
230	2	0	2402348	230	2	2	5817887	31927467.322400	
265	1	0	2402359	265	1	2	5816076	7054030.970000	
215	1	0	2402364	215	1	2	5820297	18711307.460000	
215	1	0	2402364	215	1	2	5836977	2045683.090000	
215	1	0	2402364	215	1	2	5826957	12507271.490000	
215	1	0	2402364	215	1	2	5833936	5499821.770000	
215	1	0	2402367	215	1	2	5816262	37768322.150000	
345	1	0	2402368	131	1	2	5915611	12375000.000000	
345	1	0	2402368	259	1	2	5933787	6850838.200000	
343	1	0	2402372	597	1	2	5912296	22078148.160000	
343	1	0	2402372	597	1	2	5927207	26947378.700000	
343	1	0	2402372	597	1	2	5918881	15695928.720000	
343	1	0	2402372	343	1	2	5857334	134608153.810000	
343	1	0	2402372	597	1	2	5901388	29488122.480000	
215	1	0	2402373	215	1	2	5829102	3169589.200000	
210	1	0	2402377	210	1	2	5929548	59436522.300000	
210	1	0	2402377	210	1	2	5863481	20600000.000000	
210	1	0	2402377	210	1	2	5863658	20500000.000000	
210	1	0	2402377	210	1	2	5909548	8051764.350000	
210	1	0	2402377	596	1	2	5938018	120918896.600000	
210	1	0	2402377	596	1	2	5936175	32906024.250000	
210	1	0	2402377	210	1	2	5816359	97452037.880000	
341	1	0	2402380	341	1	2	5871356	19010971.750000	
322	1	0	2402383	322	1	2	5927499	2344922.750000	
322	1	0	2402383	322	1	2	5911961	3090497.000000	
322	1	0	2402383	322	1	2	5946673	3949182.650000	
255	1	0	2402385	255	1	2	5816694	3523110.700000	
255	1	0	2402385	255	1	2	5918510	854711.400000	
346	1	0	2402388	346	1	2	5816803	2017147.290000	
297	1	0	2402402	297	1	2	5817611	85648978.810000	
905	1	3	2402404	256	1	3	5938385	1666666.640000	
905	1	3	2402404	905	1	3	5933125	833333.370000	
905	1	3	2402404	256	1	3	5943579	6666666.680000	
905	1	3	2402404	256	1	3	5945365	8333333.340000	
905	1	3	2402404	905	1	3	5941078	2499999.980000	
905	1	3	2402404	256	1	3	5940207	2499999.980000	
905	1	3	2402404	256	1	3	5939451	4166666.690000	
905	1	3	2402404	905	1	3	5934849	833333.300000	
905	1	3	2402404	256	1	3	5936123	2500000.030000	
905	1	3	2402404	256	1	3	5946565	4583333.330000	
905	1	3	2402404	256	1	3	5933756	833333.370000	
905	1	3	2402404	256	1	3	5940618	5000000.020000	
905	1	3	2402404	256	1	3	5945645	4166666.660000	
905	1	3	2402404	905	1	3	5946218	9166666.670000	
235	1	0	2402406	235	1	2	5826036	1549295.450000	
235	1	0	2402406	235	1	2	5822254	3262525.700000	
235	1	0	2402406	235	1	2	5817697	7869270.210000	
235	1	0	2402406	235	1	2	5829846	446202.810000	
235	1	0	2402406	235	1	2	5835123	2311760.480000	
346	1	0	2402411	346	1	2	5817942	467258193.750000	
346	1	0	2402411	346	1	2	5836952	6927266.490000	
235	2	0	2402412	235	2	2	5817946	40489330.169000	
660	1	0	2402414	660	1	2	5937693	2229040.400000	
660	1	0	2402414	660	1	2	5818203	3191097.070000	
297	1	0	2402415	297	1	2	5915975	6174404.320000	
297	1	0	2402415	297	1	2	5820658	16367587.560000	
290	1	0	2402423	290	1	2	5821916	7795167.150000	
290	1	0	2402423	131	1	2	5919888	12262700.850000	
290	1	0	2402423	290	1	2	5818430	9634770.980000	
230	1	0	2402426	230	1	2	5818801	3096173.050000	
295	1	0	2402428	295	1	2	5912807	4324126.450000	
295	1	0	2402428	259	1	2	5935166	6530054.000000	
295	1	0	2402428	295	1	2	5865197	8224237.950000	
295	1	0	2402428	295	1	2	5930129	14668951.150000	
295	1	0	2402428	259	1	2	5946631	7309290.250000	
295	1	0	2402428	259	1	2	5942176	8057126.400000	
295	1	0	2402428	295	1	2	5818817	1145898.590000	
295	1	0	2402428	295	1	2	5820077	7838535.980000	
215	1	0	2402429	215	1	2	5820753	4708709.600000	
215	1	0	2402429	215	1	2	5818912	1960810.370000	
290	1	0	2402434	290	1	2	5819191	3500398.570000	
290	1	0	2402434	290	1	2	5830216	1090612.040000	
290	1	0	2402434	290	1	2	5824508	709798.230000	
302	1	0	2402437	302	1	2	5842589	3973575.750000	
230	1	0	2402440	230	1	2	5819440	27790271.240000	
265	1	0	2402443	265	1	2	5850015	975203.270000	
290	1	0	2402444	290	1	2	5819618	10500393.980000	
290	1	0	2402444	290	1	2	5819703	10547522.090000	
290	1	0	2402444	290	1	2	5945330	9439545.800000	
290	1	0	2402444	290	1	2	5830186	2701430.950000	
290	1	0	2402449	290	1	2	5820058	10611812.960000	
341	1	0	2402450	341	1	2	5820068	2580294.230000	
265	1	0	2402451	265	1	2	5820031	8909307.390000	
265	1	0	2402451	265	1	2	5822873	4943783.850000	
295	1	0	2402453	295	1	2	5917718	3609292.850000	
290	1	0	2402460	290	1	2	5820421	6950889.810000	
215	1	0	2402466	405	1	2	5900550	16335547.010000	
215	1	0	2402466	215	1	2	5820572	73832200.710000	
215	1	0	2402466	405	1	2	5910346	16221871.850000	
215	1	0	2402466	405	1	2	5915976	12021896.050000	
215	1	0	2402466	405	1	2	5921738	20383969.700000	
290	1	0	2402473	290	1	2	5820950	6812468.540000	
346	1	0	2402474	346	1	2	5908837	469775.970000	
290	1	0	2402475	290	1	2	5820970	10360121.110000	
347	1	0	2402477	347	1	2	5844415	225674.560000	
347	1	0	2402477	259	1	2	5939218	7925492.700000	
347	1	0	2402477	259	1	2	5923532	9029539.950000	
347	1	0	2402477	347	1	2	5822009	8889747.740000	
270	1	0	2402482	270	1	2	5825013	16172173.960000	
486	1	0	2402483	939	1	2	5912595	1792804.720000	
215	1	0	2402490	215	1	2	5936923	6183682.400000	
215	1	0	2402490	215	1	2	5822157	8730477.700000	
345	1	0	2402492	345	1	2	5822026	6721037.400000	
321	1	0	2402493	321	1	2	5928274	333591.570000	
321	1	0	2402493	321	1	2	5927424	1183938.050000	
290	1	0	2402503	290	1	2	5936698	6848626.800000	
290	1	0	2402503	290	1	2	5822231	21572384.480000	
275	1	0	2402508	275	1	2	5823636	1355277.220000	
290	1	0	2402509	290	1	2	5822485	1426816.800000	
290	1	0	2402509	290	1	2	5839786	818636.730000	
346	1	0	2402514	346	1	2	5822596	18042004.810000	
255	1	0	2402515	255	1	2	5822661	47318367.730000	
255	1	0	2402515	255	1	2	5830621	24364722.330000	
255	1	0	2402515	255	1	2	5836797	21984667.300000	
493	1	0	2402520	562	1	2	5945027	68324919.300000	
346	1	0	2402530	346	1	2	5823717	6484523.500000	
953	1	0	2402532	953	1	2	5823437	14733243.800000	
347	1	0	2402533	259	1	2	5927917	70680109.500000	
347	1	0	2402533	259	1	2	5943063	48157222.200000	
660	1	0	2402537	660	1	2	5823609	35431842.090000	
660	1	0	2402537	660	1	2	5940885	8580011.800000	
295	1	0	2402538	597	1	2	5934437	28307723.300000	
295	1	0	2402538	295	1	2	5921234	34645834.800000	
295	1	0	2402539	295	1	2	5921235	33531173.900000	
295	1	0	2402539	597	1	2	5934436	29506029.550000	
265	1	0	2402544	265	1	2	5831965	1858105.760000	
265	1	0	2402544	265	1	2	5849376	5908722.940000	
265	1	0	2402544	265	1	2	5823700	12668367.020000	
660	1	0	2402545	660	1	2	5823753	4814575.480000	
660	1	0	2402545	660	1	2	5914082	3160166.150000	
302	1	0	2402550	302	1	2	5843636	3427091.430000	
302	1	0	2402550	302	1	2	5823907	74699784.650000	
302	1	0	2402550	259	1	2	5936781	19599304.550000	
302	1	0	2402550	302	1	2	5922041	9140355.350000	
205	1	0	2402556	205	1	2	5845575	31651667.710000	
660	1	0	2402560	660	1	2	5824433	2905705.860000	
660	1	0	2402560	660	1	2	5931935	10724264.100000	
341	1	0	2402561	341	1	2	5824345	23463193.150000	
660	1	0	2402565	660	1	2	5923486	6652501.950000	
290	1	0	2402566	290	1	2	5824503	1778689.910000	
290	1	0	2402566	290	1	2	5825192	1475892.520000	
250	1	0	2402573	250	1	2	5916065	1420806.550000	
297	1	0	2402584	297	1	2	5825161	9009225.440000	
297	1	0	2402584	297	1	2	5829314	4566163.960000	
660	1	0	2402586	660	1	2	5825112	23946209.340000	
290	1	0	2402589	290	1	2	5825250	3713855.770000	
660	1	0	2402591	660	1	2	5834296	3895836.740000	
660	1	0	2402591	660	1	2	5825460	4942443.050000	
479	1	0	2402603	479	1	2	5866642	866675.130000	
479	1	0	2402603	479	1	2	5825492	3528301.230000	
290	1	0	2402606	290	1	2	5913038	6364706.290000	
290	1	0	2402610	292	1	2	5847375	721324.290000	
660	1	0	2402611	660	1	2	5825866	4544423.130000	
660	1	0	2402611	660	1	2	5870284	12326818.370000	
660	1	0	2402611	660	1	2	5911943	63163670.550000	
255	1	0	2402615	259	1	2	5942609	14655760.400000	
341	1	0	2402623	341	1	2	5909806	2546238.900000	
341	1	0	2402623	341	1	2	5947216	11000000.000000	
322	1	0	2402644	322	1	2	5906981	12278576.700000	
322	1	0	2402644	322	1	2	5932341	3185566.260000	
322	1	0	2402644	322	1	2	5846129	4286937.000000	
322	1	0	2402644	322	1	2	5944212	4571477.750000	
322	1	0	2402644	322	1	2	5826777	15761965.440000	
322	1	0	2402644	322	1	2	5921808	7154169.100000	
921	2	0	2402648	936	2	2	5921748	97320890.121000	
343	1	0	2402649	343	1	2	5827625	1448070.480000	
285	1	0	2402650	285	1	2	5841980	23945534.500000	
285	1	0	2402650	253	1	2	5940810	20000000.000000	
295	1	0	2402651	259	1	2	5927375	5145522.350000	
341	1	0	2402660	341	1	2	5827356	8399293.130000	
660	1	0	2402663	660	1	2	5906918	1416303.100000	
660	1	0	2402663	660	1	2	5922780	2327120.000000	
660	1	0	2402663	660	1	2	5914729	912246.500000	
660	1	0	2402663	660	1	2	5925427	1024306.100000	
660	1	0	2402663	660	1	2	5828096	4720870.170000	
660	1	0	2402663	660	1	2	5926875	1935397.750000	
215	1	0	2402668	215	1	2	5827670	6042985.540000	
290	1	0	2402669	290	1	2	5852419	2835593.960000	
290	1	0	2402669	290	1	2	5840395	4053785.460000	
290	1	0	2402669	290	1	2	5827442	8824718.420000	
290	1	0	2402670	290	1	2	5827441	9947541.480000	
285	1	0	2402673	285	1	2	5919509	1611911.150000	
285	1	0	2402673	285	1	2	5869930	22163568.600000	
265	1	0	2402675	265	1	2	5827596	37125204.270000	
215	1	0	2402677	215	1	2	5827721	10023734.900000	
260	1	0	2402678	260	1	2	5827701	21131360.770000	
260	1	0	2402678	260	1	2	5827922	3306321.360000	
290	1	0	2402681	290	1	2	5827733	33080739.950000	
297	1	0	2402682	297	1	2	5827769	22240008.880000	
290	1	0	2402685	290	1	2	5827855	16093843.030000	
290	1	0	2402685	290	1	2	5828263	16083829.840000	
290	1	0	2402685	290	1	2	5905294	5427947.440000	
290	1	0	2402685	290	1	2	5829787	16216664.150000	
370	1	0	2402696	370	1	2	5828564	4845014.240000	
370	1	0	2402696	370	1	2	5923287	3978787.200000	
290	1	0	2402700	290	1	2	5828078	1500000.000000	
215	1	0	2402705	215	1	2	5828563	5639558.150000	
285	1	0	2402707	285	1	2	5828193	7603327.490000	
343	1	0	2402708	343	1	2	5935614	6663718.550000	
297	1	0	2402712	297	1	2	5828450	49684858.300000	
297	1	0	2402712	297	1	2	5861262	8056603.190000	
660	1	0	2402725	660	1	2	5906477	2264230.720000	
660	1	0	2402725	660	1	2	5828838	12323881.750000	
660	1	0	2402725	660	1	2	5919848	3259139.890000	
255	1	0	2402728	259	1	2	5938532	16532427.150000	
255	1	0	2402728	255	1	2	5828669	24535517.940000	
255	1	0	2402728	255	1	2	5910074	7776774.100000	
255	1	0	2402728	255	1	2	5918461	9734855.850000	
255	1	0	2402728	259	1	2	5923254	14450060.700000	
250	1	0	2402729	250	1	2	5830527	392502.280000	
250	1	0	2402729	250	1	2	5828731	765176.990000	
290	1	0	2402733	290	1	2	5828798	7443391.180000	
285	1	0	2402738	253	1	2	5935482	20000000.000000	
285	1	0	2402738	253	1	2	5940818	17000000.000000	
285	1	0	2402738	253	1	2	5933288	30000000.000000	
285	1	0	2402738	253	1	2	5937716	15000000.000000	
905	1	0	2402739	562	1	2	5917379	9421737.620000	
905	1	0	2402739	562	1	2	5921228	15114285.460000	
905	1	0	2402739	562	1	2	5929606	21901876.550000	
215	1	0	2402755	215	1	2	5829444	11237192.950000	
215	1	0	2402755	215	1	2	5835004	5127221.180000	
250	1	0	2402763	250	1	2	5837917	2343815.700000	
290	1	0	2402767	290	1	2	5940063	4333468.050000	
290	1	0	2402767	290	1	2	5829737	1920000.000000	
215	1	0	2402768	215	1	2	5829912	12167212.980000	
215	1	0	2402768	215	1	2	5829913	3973751.210000	
210	1	0	2402769	210	1	2	5931493	12146998.650000	
210	1	0	2402769	210	1	2	5931556	1629970.550000	
210	1	0	2402769	210	1	2	5829701	5663468.620000	
210	1	0	2402769	210	1	2	5846789	1163530.540000	
346	1	0	2402778	346	1	2	5830025	10552243.480000	
346	1	0	2402778	346	1	2	5835447	938193.400000	
290	1	0	2402779	290	1	2	5932779	4868243.550000	
260	1	0	2402782	260	1	2	5830108	12712781.950000	
920	1	0	2402785	920	1	2	5850866	12042892.500000	
920	1	0	2402785	920	1	2	5830198	14951292.740000	
342	1	0	2402786	342	1	2	5830709	3615000.050000	
342	1	0	2402786	342	1	2	5835817	1246877.660000	
322	1	0	2402799	322	1	2	5830581	258007537.130000	
215	1	0	2402801	215	1	2	5921118	47612846.340000	
215	1	0	2402801	215	1	2	5921119	78054643.490000	
215	1	0	2402801	215	1	2	5921120	21902549.220000	
215	1	0	2402801	215	1	2	5921121	41380933.400000	
215	1	0	2402801	215	1	2	5921122	106266402.870000	
260	1	0	2402805	260	1	2	5830887	4260826.010000	
260	1	0	2402805	260	1	2	5830653	12751667.060000	
268	1	0	2402810	984	1	2	5850156	8254251.960000	
660	1	0	2402811	660	1	2	5932700	21088480.750000	
660	1	0	2402811	660	1	2	5943545	18989682.050000	
660	1	0	2402811	660	1	2	5831039	4000777.420000	
290	1	0	2402814	290	1	2	5868077	8397901.200000	
290	1	0	2402814	290	1	2	5830805	1667056.580000	
290	1	0	2402816	290	1	2	5832906	2176906.150000	
346	1	0	2402817	346	1	2	5831064	9058626.200000	
290	1	0	2402830	290	1	2	5831289	14331727.100000	
255	1	0	2402832	255	1	2	5867387	3377202.760000	
255	1	0	2402832	259	1	2	5943371	24691092.100000	
255	1	0	2402832	255	1	2	5921893	6908202.000000	
265	1	0	2402833	265	1	2	5831293	18564115.910000	
220	1	0	2402839	220	1	2	5931301	7823934.300000	
220	1	0	2402839	220	1	2	5921236	4759075.010000	
220	1	0	2402839	220	1	2	5942536	5000000.000000	
220	1	0	2402839	220	1	2	5919175	1033845.310000	
220	1	0	2402839	220	1	2	5907090	258992.450000	
280	1	0	2402840	280	1	2	5831543	63055807.220000	
215	1	0	2402841	215	1	2	5832201	491170.100000	
285	1	0	2402844	285	1	2	5831834	4815836.080000	
290	1	0	2402845	463	1	2	5917353	37115825.230000	
250	1	0	2402846	595	1	2	5917676	1571448.700000	
250	1	0	2402846	597	1	2	5928921	7510749.400000	
250	1	0	2402846	597	1	2	5946654	14649631.300000	
250	1	0	2402846	250	1	2	5832544	1869827.960000	
250	1	0	2402846	250	1	2	5831966	27257480.110000	
321	1	0	2402849	321	1	2	5926463	1521327.070000	
321	1	0	2402849	321	1	2	5922776	638067.570000	
321	1	0	2402849	321	1	2	5831987	3709934.690000	
321	1	0	2402849	321	1	2	5918974	558452.350000	
290	1	0	2402851	290	1	2	5831993	716570.350000	
215	1	0	2402852	259	1	2	5932630	2336488.350000	
215	1	0	2402852	259	1	2	5927143	11011463.350000	
946	1	0	2402854	946	1	2	5928254	155963991.120000	
290	1	0	2402857	290	1	2	5852166	1712502.720000	
290	1	0	2402857	290	1	2	5863107	27958.400000	
290	1	0	2402857	290	1	2	5832190	750000.000000	
285	1	0	2402865	285	1	2	5832330	5129428.390000	
290	1	0	2402867	290	1	2	5861165	26497871.800000	
341	1	0	2402872	341	1	2	5918225	1459688.850000	
220	1	0	2402873	220	1	2	5834536	2480829.790000	
220	1	0	2402873	220	1	2	5832975	1608982.110000	
302	1	0	2402878	302	1	2	5832912	2541897.070000	
302	1	0	2402878	302	1	2	5842465	7059806.510000	
302	1	0	2402879	302	1	2	5832869	18456559.570000	
302	1	0	2402880	259	1	2	5936354	16300559.170000	
302	1	0	2402880	259	1	2	5946886	2000000.000000	
302	1	0	2402880	259	1	2	5938982	7029124.250000	
302	1	0	2402880	302	1	2	5916188	566880.100000	
362	1	0	2402885	362	1	2	5829045	22054748.360000	
346	1	0	2402888	346	1	2	5836963	6625561.600000	
346	1	0	2402888	346	1	2	5833248	8190903.240000	
346	1	0	2402888	346	1	2	5835434	5445292.700000	
345	1	0	2402896	345	1	2	5839021	545315.640000	
345	1	0	2402896	345	1	2	5833938	1627515.090000	
322	1	0	2402902	322	1	2	5930524	2829639.370000	
322	1	0	2402902	322	1	2	5833398	27914857.810000	
322	1	0	2402902	322	1	2	5833400	3026845.760000	
290	1	0	2402909	290	1	2	5833579	3582396.600000	
480	1	0	2402913	480	1	2	5833900	10523355.820000	
290	1	0	2402915	290	1	2	5850481	2515858.670000	
290	1	0	2402915	290	1	2	5833842	4559590.880000	
290	1	0	2402915	290	1	2	5853845	8423366.260000	
660	1	0	2402917	660	1	2	5944926	3516634.000000	
660	1	0	2402917	660	1	2	5833930	6146930.610000	
250	1	0	2402920	250	1	2	5836294	3967878.430000	
255	1	0	2402935	255	1	2	5836767	7619413.000000	
255	1	0	2402935	255	1	2	5834591	8489249.710000	
265	1	0	2402936	265	1	2	5920376	2005698.800000	
265	1	0	2402936	265	1	2	5862425	3543026.680000	
334	1	0	2402937	334	1	2	5834672	4277299.090000	
343	1	0	2402946	343	1	2	5835280	4153817.200000	
331	1	0	2402947	331	1	2	5870214	29209512.780000	
290	1	0	2402948	290	1	2	5848224	853234.640000	
290	1	0	2402948	290	1	2	5834843	5764387.560000	
265	1	0	2402952	265	1	2	5834830	7432413.800000	
297	1	0	2402956	297	1	2	5916406	4209790.450000	
341	1	0	2402957	341	1	2	5835102	3110316.180000	
285	1	0	2402961	285	1	2	5835134	854771.750000	
290	1	0	2402963	290	1	2	5835184	2985422.930000	
255	1	0	2402968	131	1	2	5904295	7474061.000000	
255	1	0	2402968	259	1	2	5934705	6168492.450000	
255	1	0	2402968	259	1	2	5946601	6500000.000000	
255	1	0	2402968	131	1	2	5919542	1192550.700000	
255	1	0	2402968	255	1	2	5835495	12619943.400000	
275	1	0	2402974	275	1	2	5836138	2399342.800000	
275	1	0	2402974	275	1	2	5836141	22179447.380000	
302	1	0	2402975	259	1	2	5947423	5000000.000000	
302	1	0	2402975	259	1	2	5937830	10112542.810000	
302	1	0	2402975	259	1	2	5944122	19281806.600000	
302	1	0	2402975	259	1	2	5945673	9765334.500000	
215	1	0	2402977	215	1	2	5835701	19853615.950000	
620	1	0	2402980	620	1	2	5871780	3376208.450000	
620	1	0	2402980	620	1	2	5907806	5704053.850000	
210	1	0	2402982	210	1	2	5835675	6758636.920000	
297	1	0	2402984	297	1	2	5941766	17791725.650000	
265	1	0	2402990	265	1	2	5836075	9295363.940000	
275	1	0	2403000	275	1	2	5837025	824496889.300000	
275	1	0	2403000	275	1	2	5845355	3104171404.000000	
275	1	0	2403000	275	1	2	5838057	410268279.940000	
250	1	0	2403026	250	1	2	5951373	10913069.500000	
953	1	0	2403029	953	1	2	5847321	15577917.150000	
953	1	0	2403029	953	1	2	5836789	23634753.600000	
205	1	0	2403034	205	1	2	5836964	3173304.600000	
205	2	3	2403035	594	2	3	5942858	105916000.000000	
205	2	3	2403035	594	2	3	5942721	52958000.000000	
205	2	3	2403035	594	2	3	5937711	198592500.000000	
205	2	3	2403035	594	2	3	5941070	198592500.000000	
205	2	3	2403035	594	2	3	5943095	105916000.000000	
205	2	3	2403035	594	2	3	5940062	198592500.000000	
205	2	3	2403035	594	2	3	5943397	17652659.605600	
205	2	3	2403035	594	2	3	5943466	79437000.000000	
205	2	3	2403035	594	2	3	5946985	26479000.000000	
205	2	3	2403035	594	2	3	5935609	198592500.000000	
205	2	3	2403035	594	2	3	5935995	198592500.000000	
205	2	3	2403035	594	2	3	5939017	198592500.000000	
205	2	3	2403035	594	2	3	5946584	26479000.000000	
205	2	3	2403035	594	2	3	5946736	52958000.000000	
205	2	3	2403035	594	2	3	5942218	198592500.000000	
205	2	3	2403035	594	2	3	5946391	105916000.000000	
205	2	3	2403035	594	2	3	5934895	198592500.000000	
205	2	3	2403035	594	2	3	5943936	52958000.000000	
205	2	3	2403035	594	2	3	5943993	26479000.000000	
205	2	3	2403035	594	2	3	5944096	52958000.000000	
205	2	3	2403035	594	2	3	5944209	52958000.000000	
205	2	3	2403035	594	2	3	5938590	198592500.000000	
205	2	3	2403035	594	2	3	5936798	198592500.000000	
205	2	3	2403035	594	2	3	5945876	52958000.000000	
205	2	3	2403035	594	2	3	5946076	105916000.000000	
943	1	3	2403037	562	1	3	5945906	83333333.340000	
943	1	3	2403037	562	1	3	5944528	75000000.010000	
943	1	3	2403037	562	1	3	5951244	100000000.000000	
943	1	3	2403037	562	1	3	5943902	53333333.320000	
943	1	3	2403037	562	1	3	5944148	149999999.990000	
943	1	3	2403037	562	1	3	5946745	183333333.330000	
943	1	3	2403037	562	1	3	5941930	8166666.650000	
943	1	3	2403037	562	1	3	5943314	26666666.680000	
943	1	3	2403037	562	1	3	5943013	30000000.000000	
943	1	3	2403037	562	1	3	5945466	41666666.660000	
943	1	3	2403037	562	1	3	5944977	123750000.000000	
250	1	0	2403065	250	1	2	5930442	3799261.550000	
480	1	0	2403078	480	1	2	5871789	6972842.220000	
480	1	0	2403078	480	1	2	5918283	2647463.380000	
290	1	0	2403083	290	1	2	5839330	25414020.440000	
250	1	0	2403093	250	1	2	5840052	18663015.510000	
321	1	0	2403096	321	1	2	5839938	2228953.780000	
290	1	0	2403101	290	1	2	5840174	7323439.570000	
285	2	3	2403104	521	2	3	5939024	16924481.809800	
285	2	3	2403104	521	2	3	5933638	3885073.021200	
285	2	3	2403104	521	2	3	5945654	43249029.802800	
210	1	3	2403107	596	1	3	5934943	79500000.000000	
210	1	3	2403107	596	1	3	5934529	49500000.000000	
210	1	3	2403107	596	1	3	5934796	29500000.000000	
210	1	3	2403107	596	1	3	5935574	39500000.000000	
210	1	3	2403107	596	1	3	5945315	100000000.000000	
210	1	3	2403107	596	1	3	5938703	24500000.000000	
210	1	3	2403107	596	1	3	5951313	90000000.000000	
210	1	3	2403107	596	1	3	5943057	30000000.000000	
210	1	3	2403107	596	1	3	5947338	150000000.000000	
346	1	0	2403111	346	1	2	5840765	11781683.160000	
346	1	0	2403111	346	1	2	5852416	3817889.330000	
346	1	0	2403111	346	1	2	5931785	2482530.950000	
926	1	0	2403114	946	1	2	8000419	2016062.550000	
926	1	0	2403114	946	1	2	5930754	14536183.160000	
334	1	0	2403123	334	1	2	5845941	805733.750000	
334	1	0	2403123	334	1	2	5841510	947519.310000	
210	1	0	2403127	210	1	2	5841386	16668649.030000	
250	1	0	2403140	250	1	2	5921861	8022520.300000	
250	1	0	2403140	250	1	2	5842068	19015200.200000	
210	1	0	2403145	210	1	2	5841814	2258720.120000	
250	1	0	2403147	250	1	2	5913988	589610.000000	
250	1	0	2403147	250	1	2	5843723	540476.820000	
250	1	0	2403147	250	1	2	5842105	2029436.800000	
255	1	0	2403149	255	1	2	5841942	10374902.910000	
250	1	0	2403150	250	1	2	5842021	5690989.850000	
205	1	0	2403151	205	1	2	5842489	6424361.050000	
953	2	0	2403152	953	2	2	5843050	9414089.461600	
210	1	0	2403159	210	1	2	5868789	2332015.760000	
493	1	0	2403161	493	1	2	5843142	16366829.040000	
250	1	0	2403162	597	1	2	5936919	15280083.850000	
290	1	0	2403163	290	1	2	5843924	824056.610000	
290	1	0	2403163	290	1	2	5842651	2291085.530000	
290	1	0	2403163	290	1	2	5851666	781898.750000	
290	1	0	2403163	290	1	2	5856629	2184087.150000	
660	1	0	2403167	660	1	2	5946052	2919300.200000	
660	1	0	2403167	660	1	2	5934286	10895608.090000	
660	1	0	2403167	660	1	2	5938732	5598923.100000	
660	1	0	2403167	660	1	2	5842881	10082908.660000	
345	1	0	2403170	345	1	2	5922454	8896637.100000	
345	1	0	2403170	341	1	2	5909348	6033051.950000	
255	1	0	2403175	259	1	2	5937897	3792578.750000	
255	1	0	2403175	255	1	2	5910388	337106.500000	
255	1	0	2403175	259	1	2	5946897	2328706.650000	
255	1	0	2403175	259	1	2	5932583	4113166.900000	
255	1	0	2403175	259	1	2	5927946	6751336.050000	
255	1	0	2403175	259	1	2	5944064	4054178.450000	
255	1	0	2403175	255	1	2	5920110	8494291.400000	
345	1	0	2403178	341	1	2	5912775	8113169.830000	
480	1	0	2403180	250	1	2	5917700	1556833.400000	
480	1	0	2403180	480	1	2	5843390	4998354.160000	
480	1	0	2403180	250	1	2	5910189	318651.700000	
480	1	0	2403180	250	1	2	5927755	2675184.750000	
290	1	0	2403183	290	1	2	5844032	2473499.920000	
290	1	0	2403183	290	1	2	5852056	1525419.530000	
210	1	0	2403185	210	1	2	5845363	1695209.780000	
210	1	0	2403185	210	1	2	5916659	306729.830000	
210	1	0	2403185	210	1	2	5909214	909074.400000	
210	1	0	2403185	210	1	2	5866003	2262958.250000	
210	1	0	2403185	210	1	2	5930716	1327328.450000	
210	1	0	2403185	210	1	2	5844640	1491426.820000	
210	1	0	2403185	210	1	2	5843359	2441652.560000	
290	1	0	2403186	290	1	2	5843376	12698708.170000	
290	1	0	2403187	290	1	2	5847161	804727.760000	
255	1	0	2403188	255	1	2	5906917	1875000.000000	
255	1	0	2403188	255	1	2	5900782	600000.000000	
255	1	0	2403198	259	1	2	5927967	10597357.200000	
255	1	0	2403198	255	1	2	5920120	14270151.250000	
255	1	0	2403198	259	1	2	5932600	6463548.250000	
255	1	0	2403198	259	1	2	5946901	3676000.000000	
255	1	0	2403198	255	1	2	5910392	616185.750000	
255	1	0	2403198	259	1	2	5937918	6183621.360000	
255	1	0	2403198	259	1	2	5944082	6417000.490000	
290	1	0	2403202	290	1	2	5843701	10221991.150000	
250	1	0	2403203	250	1	2	5843897	350211.420000	
297	1	0	2403207	297	1	2	5844105	15520253.000000	
302	1	0	2403209	302	1	2	5910261	7977476.900000	
302	1	0	2403209	259	1	2	5939241	11806457.750000	
302	1	0	2403209	302	1	2	5844175	24289425.130000	
210	1	0	2403210	210	1	2	5846745	5048269.300000	
210	1	0	2403210	210	1	2	5844221	4696597.450000	
345	1	0	2403211	345	1	2	5844334	1425824.040000	
345	1	0	2403211	345	1	2	5908146	3398672.200000	
295	1	0	2403212	295	1	2	5844271	14421689.020000	
295	1	0	2403212	295	1	2	5919985	2174955.950000	
